_id,name_en,name_fr,name_de,name_es,name_it,name_jp,game,armor_type,hunter_rank,village_stars,dlc_event,gender,hunter_type,rarity,num_slots,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,price
1047,Vespoid Guards U,Gardes Vespoid U,Vespoid-Armschutz U,Guardabr. Vespoid U,Protezioni Vespoid U,,0,2,4,7,,0,2,7,2,24,,-5,-4,5,-3,2,
1048,Hi-Metal Vambraces U,Av-bras haut-métal U,HochmetallArmschienU,Brazal. Megametal U,Parabr. Hi-Metal U,,0,2,4,7,,0,1,7,2,48,,-2,-2,3,-1,0,
1049,Hi-Metal Guards U,Gardes haut-métal U,Hochmetall-Schutz U,Guard. Megametal U,Protez. Hi-Metal U,,0,2,4,7,,0,2,7,2,24,,0,0,5,0,0,
1050,Steel Vambraces U,Avant-bras d'acier U,Stahl-Armschienen U,Brazales de Acero U,Parabr. Acciaio U,,0,2,4,7,,0,1,7,2,50,,2,2,-2,0,0,
1051,Hornet Vambraces U,Avant-bras Hornet U,HornissenArmschieneU,Brazales Hornet. U,Parabraccia Hornet U,,0,2,4,7,,0,1,7,2,50,,-6,-1,-5,-5,2,
1052,Hornet Guards U,Gardes Hornet U,Hornissen-ArmschutzU,Guardab. Hornet. U,Protezioni Hornet U,,0,2,4,7,,0,2,7,1,24,,-5,2,-3,-4,3,
1053,Genprey Vambraces U,Avant-bras Genprey U,Genprey-ArmschienenU,Brazales Genprey U,Parabr. Genprey U,,0,2,4,7,,0,1,7,2,50,,2,-2,3,-2,-1,
1054,Genprey Guards U,Gardes Genprey U,Genprey-Armschutz U,Guardabr. Genprey U,Protezioni Genprey U,,0,2,4,7,,0,2,7,2,24,,4,0,5,0,0,
1055,Ioprey Vambraces U,Avant-bras Ioprey U,Ioprey-Armschienen U,Brazales Ioprey U,Parabraccia Ioprey U,,0,2,5,7,,0,1,7,2,50,,3,2,-2,1,-1,
1056,Ioprey Guards U,Gardes Ioprey U,Ioprey-Armschutz U,Guardabr. Ioprey U,Protezioni Ioprey U,,0,2,5,7,,0,2,7,2,26,,4,3,0,2,0,
1057,Kut-Ku Vambraces U,Avant-bras Kut-Ku U,Kut-Ku-Armschienen U,Brazales Kut-Ku U,Parabraccia Kut-Ku U,,0,2,4,8,,0,1,7,2,50,,2,-2,0,-2,-1,
1058,Kut-Ku Guards U,Gardes Kut-Ku U,Kut-Ku-Armschutz U,Guardabraz. Kut-Ku U,Protezioni Kut-Ku U,,0,2,4,8,,0,2,7,2,26,,5,1,3,-1,0,
1059,Cephalos Vambraces U,Avt-bras Cephalos U,CephalosArmschienenU,Brazales Cephalos U,Parabr. Cephalos U,,0,2,4,7,,0,1,7,2,52,,-3,2,-4,2,0,
1060,Cephalos Guards U,Gardes Cephalos U,Cephalos-Armschutz U,Guardabr. Cephalos U,Protez. Cephalos U,,0,2,4,7,,0,2,7,2,26,,-1,5,-2,3,1,
1061,Conga Vambraces U,Avant-bras Conga U,Conga-Armschienen U,Braz. de Conga U,Parabraccia Conga U,,0,2,4,7,,0,1,7,2,52,,-3,2,2,-1,0,
1062,Conga Guards U,Gardes Conga U,Conga-Armschutz U,Guard. de Conga U,Protezioni Conga U,,0,2,4,7,,0,2,7,2,26,,-1,4,4,0,1,
1063,Gypceros Vambraces U,Avt-bras Gypceros U,GypcerosArmschienenU,Brazales Gypceros U,Parabr. Gypceros U,,0,2,5,7,,0,1,7,2,52,,-4,1,4,1,0,
1064,Gypceros Guards U,Gardes Gypceros U,Gypceros-Armschutz U,Guardabr. Gypceros U,Protez. Gypceros U,,0,2,5,7,,0,2,7,2,26,,-1,4,6,3,0,
1065,Khezu Vambraces U,Avant-bras Khezu U,Khezu-Armschienen U,Brazales de Khezu U,Parabraccia Khezu U,,0,2,5,7,,0,1,7,2,54,,3,-3,4,0,0,
1066,Khezu Guards U,Gardes Khezu U,Khezu-Armschutz U,Guardabr. de Khezu U,Protezioni Khezu U,,0,2,5,7,,0,2,7,2,26,,5,-1,6,1,0,
1067,Hermitaur Braces U,Avant-bras Herm. U,HermitaurArmschieneU,Brazales HermitaurU,Parabr. Hermitaur U,,0,2,4,7,,0,1,7,2,54,,-3,3,-4,0,1,
1068,Hermitaur Guards U,Gardes Hermitaur U,Hermitaur-Armschtz U,Guardabr. HermitaurU,Protez. Hermitaur U,,0,2,4,7,,0,2,7,2,26,,-1,5,-2,1,2,
1069,Basarios Vambraces U,Avt-bras Basarios U,BasariosArmschien U,Brazales Basarios U,Parabr. Basarios U,,0,2,5,7,,0,1,7,2,54,,0,2,2,1,-2,
1070,Basarios Guards U,Gardes Basarios U,Basarios-Armschutz U,Guardabr. Basarios U,Protez. Basarios U,,0,2,5,7,,0,2,7,2,26,,2,4,4,2,0,
1071,Plesioth Vambraces U,Avt-bras Plesioth U,PlesiothArmschienenU,Brazales Plesioth U,Parabr. Plesioth U,,0,2,5,8,,0,1,7,2,56,,-4,4,-4,2,0,
1072,Plesioth Guards U,Gardes Plesioth U,Plesioth-Armschutz U,Guardabr. Plesioth U,Protez. Plesioth U,,0,2,5,8,,0,2,7,2,28,,-2,6,-2,3,1,
1073,Blango Vambraces U,Avant-bras Blango U,Blango-Armschienen U,Brazales de Blango U,Parabraccia Blango U,,0,2,5,8,,0,1,7,2,58,,-4,2,0,3,1,
1074,Blango Guards U,Gardes Blango U,Blango-Armschutz U,Guardabrazos BlangoU,Protez. di Blango U,,0,2,5,8,,0,2,7,2,28,,-3,4,1,5,2,
1075,Ceanataur Braces U,Avt-bras Ceanataur U,CeanataurArmschieneU,Brazales Ceanataur U,Parabr. Ceanataur U,,0,2,5,8,,0,1,7,3,59,,1,2,-1,-1,0,
1076,Ceanataur Guards U,Gardes Ceanataur U,Ceanataur-Armschtz U,Guard. Ceanataur U,Protez. Ceanataur U,,0,2,5,8,,0,2,7,3,28,,2,4,0,0,2,
1077,Diablo Vambraces U,Avt-bras Diablos U,Diablos-ArmschienenU,Brazales Diablos U,ParabracciaDiablos U,,0,2,6,9,,0,1,7,2,62,,3,-1,1,-2,0,
1078,Diablo Guards U,Gardes Diablos U,Diablos-Armschutz U,Guardabr. Diablos U,Protezioni Diablos U,,0,2,6,9,,0,2,7,2,28,,5,2,4,-1,0,
1079,Gravios Vambraces U,Avant-bras Gravios U,GraviosArmschienen U,Brazales Gravios U,Parabr. Gravios U,,0,2,6,9,,0,1,7,2,62,,2,-2,2,1,0,
1080,Gravios Guards U,Gardes Gravios U,Gravios-Armschutz U,Guardabr. Gravios U,Protezioni Gravios U,,0,2,6,9,,0,2,7,2,28,,4,1,3,2,0,
1081,BlackBeltVambraces S,Av-bras ct. noire S,SchwzgrtArmschienenS,Braz. Cin. Negr. S,Parabr. Cint. Nera S,,0,2,4,7,,0,0,8,0,30,,3,3,3,3,3,
1082,Shinobi Kote(Heaven),Kote Shinobi Cieux,ShinobiKoteHimmelrch,Kote Shinobi (Par.),Kote Shinobi(Parad.),,0,2,6,10,,0,0,8,3,30,,2,-6,4,-3,2,
1083,Shinobi Kote (Earth),Kote Shinobi Terre,Shinobi-Kote Erde,Kote Shinobi (Tierr),Kote Shinobi (Terra),,0,2,6,10,,0,0,8,2,30,,2,-6,4,-3,2,
1084,RedGuildGuard Gloves,Gants grd.gld. roug.,RtGildWächt-Hndschuh,Gua. Guar. Gre. Roj.,Guanti Rossi G.Gilda,,0,2,5,8,,1,0,8,1,30,,0,0,0,0,0,
1085,RedGuildGuardSleeves,Manch.grd.gld.rouges,Rt GildWächt-Ärmel,Man. Guar. Gre. Roj.,Maniche RosseG.Gilda,,0,2,6,9,,1,0,8,1,30,,0,0,0,0,0,
1086,BlueGuildGuardGloves,Gants grd.gld. bleus,BlGildWächtHandschuh,Gua. Gua. Grem. Azul,Guanti Blu G. Gilda,,0,2,6,9,,1,0,8,1,30,,0,0,0,0,0,
1087,BluGuildGuardSleeves,Manch.grd.gld.bleues,Bl GildWächt-Ärmel,Man. Gua. Grem. Azul,Maniche Blu G. Gilda,,0,2,6,9,,1,0,8,1,30,,0,0,0,0,0,
1088,RedGuildGuard Gloves,Gants grd.gld. roug.,RtGildWächt-Hndschuh,Gua. Guar. Gre. Roj.,Guanti Rossi G.Gilda,,0,2,5,8,,2,0,8,1,30,,0,0,0,0,0,
1089,RedGuildGuardSleeves,Manch.grd.gld.rouges,Rt GildWächt-Ärmel,Man. Guar. Gre. Roj.,Maniche RosseG.Gilda,,0,2,6,9,,2,0,8,1,30,,0,0,0,0,0,
1090,BlueGuildGuardGloves,Gants grd.gld. bleus,BlGildWächtHandschuh,Gua. Gua. Grem. Azul,Guanti Blu G. Gilda,,0,2,6,9,,2,0,8,1,30,,0,0,0,0,0,
1091,BluGuildGuardSleeves,Manch.grd.gld.bleues,Bl GildWächt-Ärmel,Man. Gua. Grem. Azul,Maniche Blu G. Gilda,,0,2,6,9,,2,0,8,1,30,,0,0,0,0,0,
1092,(dummy)Devil Blos Vambraces,(dummy)Devil Blos Vambraces,(dummy)Devil Blos Vambraces,(dummy)Devil Blos Vambraces,(dummy)Devil Blos Vambraces,,0,2,6,9,,0,1,8,2,40,,3,-1,1,-2,0,
1093,(dummy)Devil Blos Guards,(dummy)Devil Blos Guards,(dummy)Devil Blos Guards,(dummy)Devil Blos Guards,(dummy)Devil Blos Guards,,0,2,6,9,,0,2,8,1,20,,5,2,4,-1,0,
1094,(dummy)Jolly Roger Gloves,(dummy)Jolly Roger Gloves,(dummy)Jolly Roger Gloves,(dummy)Jolly Roger Gloves,(dummy)Jolly Roger Gloves,,0,2,6,10,,0,1,8,0,48,,0,0,0,0,0,
1095,(dummy)Jolly Roger Cuffs,(dummy)Jolly Roger Cuffs,(dummy)Jolly Roger Cuffs,(dummy)Jolly Roger Cuffs,(dummy)Jolly Roger Cuffs,,0,2,6,10,,0,2,8,0,24,,0,0,0,0,0,
1096,Golden Kote,Kote doré,Gold-Kote,Kote Dorado,Kote Dorato,,0,2,6,9,,0,1,8,1,55,,3,2,2,-2,3,
1097,PuppetMaster Gloves,Gants marionnettiste,DrahtzieherHandschuh,Guantes Titiritero,Guanti Burattinaio,,0,2,6,7,,0,2,8,1,28,,4,3,3,-1,4,
1098,Obituary Mano S,Mano nécrologie S,Todes-Mano S,Mano de Obituario S,Mano Necrologio S,,0,2,4,7,,1,1,8,2,56,,3,-5,3,-4,2,
1099,Obituary Brasso S,Brasso nécrologie S,Todes-Brasso S,Brasso Obituario S,Brasso Necrologio S,,0,2,4,7,,1,2,8,2,28,,4,-4,5,-3,2,
1100,Butterfly Mano S,Mano papillon S,Schmetterling-Mano S,Mano de Mariposa S,Mano Farfalla S,,0,2,4,7,,2,1,8,2,56,,3,-5,3,-4,2,
1101,Butterfly Brasso S,Brasso papillon S,SchmetterlingBrassoS,Pulidor de MariposaS,Brasso Farfalla S,,0,2,4,7,,2,2,8,2,28,,4,-4,5,-3,2,
1102,Death Stench Grip S,Prise odeur de m. S,Todesgestank-Klaue S,Zarpa Hedor Muerte S,Str. Puzza Morte S,,0,2,6,9,,0,1,8,2,64,,2,1,1,-1,0,
1103,Death Stench Grasp S,Poigne odeur de m. S,Todesgestank-KralleS,Garra Hedor MuerteS,Presa Puzza Morte S,,0,2,6,9,,0,2,8,2,30,,3,2,2,0,1,
1104,SupremeMizuhaSleeves,Manches Mizuha suprm,Über-Mizuha-Ärmel,Mangas Mizuha Supr.,Maniche Mizuha Supr.,,0,2,6,9,,0,1,8,1,64,,-4,3,0,4,-1,
1105,SprmExtrvgantSleeves,Manches extrav.suprm,Extrvgnt Über-Ärmel,Mangas Extrav. Supr.,ManicheStrav.Supr.,,0,2,6,9,,0,2,8,1,30,,-3,4,1,5,0,
1106,Kushala Grip S,Poigne Kushala S,Kushala-Griff S,Apretón Kushala S,Stretta di Kushala S,,0,2,6,8,,0,1,8,1,66,,0,2,-2,4,-3,
1107,Kushala Embrace S,Étreinte Kushala S,Kushala-Umarmung S,Abrazo Kushala S,Abbraccio Kushala S,,0,2,6,8,,0,2,8,1,32,,2,3,-2,5,-2,
1108,Kirin Longarms S,Bras-longs Kirin S,Kirin-Armstulpen S,Prot. Brazos Kirin S,Copribraccia Kirin S,,0,2,5,9,,0,1,8,1,66,,0,2,4,0,-1,
1109,Kirin Gloves S,Gants Kirin S,Kirin-Handschuhe S,Guantes de Kirin S,Guanti Kirin S,,0,2,5,9,,0,2,8,1,32,,1,4,6,1,0,
1110,Auroros GauntletHaku,Gantel. Auroros Haku,AurorosArmpanzerHaku,Guantel. Auror. Haku,Guanti Auroros Haku,,0,2,6,8,,1,1,8,2,66,,-2,2,0,2,-4,
1111,Genesis GauntletHaku,Gantel. Genesis Haku,GenesisArmpanzerHaku,Guantel. Gén. Haku,Guanti Genesis Haku,,0,2,6,8,,1,2,8,2,32,,1,3,2,3,-2,
1112,BorealisGauntletHaku,Gantel.Borealis Haku,BorealisArmpanzHaku,Guantel. Boreal Haku,Guanti Borealis Haku,,0,2,6,8,,2,1,8,2,66,,-2,2,0,2,-4,
1113,Glyph Gauntlets Haku,Gantel. Glyphe Haku,Glyph-Armpanzer Haku,Guantel. Glyph Haku,Guanti Glifo Haku,,0,2,6,8,,2,2,8,2,32,,1,3,2,3,-2,
1114,UltimateIndraGloves,G ants Indra ultimes,UltimatIndraHndschuh,Guantes Indra def.,Guanti Indra Defin.,,0,2,6,9,,0,1,8,1,70,,-2,3,2,2,-2,
1115,SuprmSteadfastGuards,Gardes inébr. suprm,Stndfst ÜberArmschtz,Guardb. Firmes supr.,Protez. Sol. Supr.,,0,2,6,9,,0,2,8,2,34,,0,5,3,3,-1,
1116,Kaiser Vambraces S,Avant-bras Kaiser S,Kaiser-Armschienen S,Brazales de Kaiser S,Parabraccia Kaiser S,,0,2,6,9,,0,1,8,2,70,,5,-1,0,0,-2,
1117,Kaiser Guards S,Gardes Kaiser S,Kaiser-Armschutz S,Guardabr. de KaiserS,Protezioni Kaiser S,,0,2,6,9,,0,2,8,1,34,,6,1,2,0,-1,
1118,Dragonclaw S,Griffe-de-dragon S,Drachenklaue S,Garra de Dragón S,Artiglio-di-Drago S,,0,2,6,10,,0,1,8,1,70,,0,2,2,2,-5,
1119,Dragonfist S,Poing-de-dragon S,Drachenfaust S,Puño de Dragón S,Pugno-di-Drago S,,0,2,6,10,,0,2,8,1,34,,2,4,4,3,-2,
1120,Dark Akantor Claw,Griffe Akantor somb.,SchwarzAkantor-Klaue,Garra Akantor Oscura,Artig. Akantor Scuro,,0,2,6,9,,0,1,8,1,70,,2,3,-1,4,-4,
1121,DarkAkantor Gauntlet,Gantelet Akantor smb,SchwAkantor-Armpnzr,Guantelete Ak. Osc.,Guanto Akantor Scuro,,0,2,6,9,,0,2,8,1,34,,3,4,0,5,-2,
1122,Shinobi Kote (Sky),Kote Shinobi Ciel,Shinobi-Kote Himmel,Kote Shinobi (Cielo),Kote Shinobi (Cielo),,0,2,6,10,,0,0,8,3,28,,2,-6,4,-3,2,
1123,Shinobi Kote (Sea),Kote Shinobi Mer,Shinobi-Kote Meer,Kote Shinobi (Mar),Kote Shinobi (Mare),,0,2,6,10,,0,0,8,2,28,,2,-6,4,-3,2,
1124,Guardian Vambraces U,Avt-bras gardien U,Wächter-ArmschienenU,Brazales Guardián U,Parabr. Guardiano U,,0,2,4,7,,1,0,8,2,28,,0,0,0,0,0,
1125,Guardian Guards U,Gardes du gardien U,Wächter-Armschutz U,Guardbr. Guardián U,Protez. Guardiano U,,0,2,4,7,,1,0,8,2,28,,0,0,0,0,0,
1126,Helper Sleeves U,Manches aide U,Helfer-Ärmel U,Mangas de AyudanteU,Maniche Aiutante U,,0,2,4,7,,2,0,8,2,28,,0,0,0,0,0,
1127,Healer Sleeves U,Manches Guériss. U,Heiler-Ärmel U,Mangas de Sanador U,Maniche Guaritr. U,,0,2,4,7,,2,0,8,2,28,,0,0,0,0,0,
1128,Melahoa Branch U,Branche Melahoa U,Melahoa-Zweig U,Rama Melahoa U,Ramo Melahoa U,,0,2,4,7,,0,1,8,2,48,,0,1,1,0,0,
1129,Melahoa Petal U,Pétale Melahoa U,Melahoa-BlütenblattU,Pétalo Melahoa U,Petalo Melahoa U,,0,2,4,7,,0,2,8,2,24,,0,2,1,0,0,
1130,Makluva Sleeves U,Manches M akluva U,Makluva-Ärmel U,Mangas de Makluva U,Maniche Makluva U,,0,2,4,7,,0,1,8,2,52,,0,2,-2,0,0,
1131,Makluva Sucker U,Ventouse Makluva U,Makluva-Sauger U,Succionador MakluvaU,Parassita Makluva U,,0,2,4,7,,0,2,8,2,26,,0,3,-1,0,0,
1132,MonodevilVambracesU,Avt-bras Monodevi l U,MonodevilArmschieneU,Braz. Monodevil U,Parabr. Monodevil U,,0,2,10,8,,0,1,8,1,58,,2,-1,-2,-1,-1,
1133,Monodevil Guards U,Gardes Monodevil U,Monodevil-ArmschutzU,Guardabr Monodevil U,ProtezioniMonodevilU,,0,2,10,8,,0,2,8,1,28,,4,2,0,0,0,
1134,Rthan Heart Braces U,Avt-b. cœur Rathi. U,RathianHArmschienenU,Braz. Cor. RathianU,Parabr.CuoreRathianU,,0,2,6,9,,0,1,8,2,60,,2,0,-2,0,-4,
1135,Rathian HeartGuardsU,Grd cœur Rathian U,RathianhrzArmschutzU,Guard. Cor. RathianU,Protez.cuoreRathianU,,0,2,6,9,,0,2,8,2,28,,4,2,0,2,-2,
1136,Rthlos Soul Braces U,Avt-b. âme Rathal. U,RthlosseelenSchieneU,Brazal. Alm RthalosU,Parabr.an. RathalosU,,0,2,6,9,,0,1,8,2,62,,2,-1,2,0,-4,
1137,Rthlos Soul Guards U,Gardes âme Ratha. U,RthlosseelenArmschzU,Guard. Alm RathalosU,Protez.an. RathalosU,,0,2,6,9,,0,2,8,2,28,,4,2,5,1,-2,
1138,Golden Moon Braces,Avt-bras Lune dorée,Goldmond-Armschienen,Brazales Luna Dorada,Parabr. Luna Dorata,,0,2,6,9,,0,1,8,2,62,,2,0,-2,0,1,
1139,Golden Moon Guards,Gardes Lune dorée,Goldmond-Armschutz,Guard. Luna Dorada,Protez. Luna Dorata,,0,2,6,9,,0,2,8,2,31,,4,2,0,1,2,
1140,Silver Sol Braces,Avt-bras Sol argenté,SilbrsonenArmschiene,Brazal. Sol Plateado,Parabr. Sole Argent.,,0,2,6,9,,0,1,8,2,64,,2,-1,-1,0,1,
1141,Silver Sol Guards,Gardes Sol argenté,Silbersonnen-Schutz,Guard. Sol Plateado,Prot. Sole Argentato,,0,2,6,9,,0,2,8,2,32,,4,2,1,1,2,
1142,Auroros Gauntlet Ten,Gantel. Auroros Ten,Auroros-ArmpanzerTen,Guantel. Auror. Ten,Guanti Auroros Ten,,0,2,5,9,,1,1,8,2,64,,-2,2,0,2,-4,
1143,Genesis Gauntlet Ten,Gantel. Genesis Ten,Genesis-ArmpanzerTen,Guantel. Génesis Ten,Guanti Genesis Ten,,0,2,5,9,,1,2,8,2,30,,1,3,2,3,-2,
1144,Borealis GauntletTen,Gantel. Borealis Ten,BorealisArmpanzerTen,Guantel. Boreal Ten,Guanti Borealis Ten,,0,2,5,9,,2,1,8,2,64,,-2,2,0,2,-4,
1145,Glyph Gauntlets Ten,Gantel. Glyphe Ten,Glyph-Armpanzer Ten,Guantel. Glyph Ten,Guanti Glifo Ten,,0,2,5,9,,2,2,8,2,30,,1,3,2,3,-2,
1146,Fatalis Claw,Griffe de Fatalis,Fatalis-Klaue,Garra de Fatalis,Artiglio di Fatalis,,0,2,6,10,,0,1,8,1,68,,0,2,2,2,-5,
1147,Fatalis Fist,Poing de Fatalis,Fatalis-Faust,Puño de Fatalis,Pugno di Fatalis,,0,2,6,10,,0,2,8,1,32,,2,4,4,3,-2,
1148,White Fatalis Claw,Griffe Fatalis blanc,WeißeFatalisKlaue,Garra Fatalis Blanca,Art. Fatalis Bianco,,0,2,6,10,,0,1,8,1,71,,0,2,2,2,-5,
1149,White Fatalis Fist,Poing Fatalis blanc,WeißeFatalisFaust,Puño Fatalis Blanco,Pugno Fatalis Bianco,,0,2,6,10,,0,2,8,1,35,,2,4,4,3,-2,
1150,Kut-Ku Vambraces X,Avant-bras Kut-Ku X,Kut-Ku-Armschienen X,Braz. Kut-Ku X,Parabraccia Kut-Ku X,,0,2,7,10,,0,1,9,2,78,,2,-2,0,-2,-1,
1151,Kut-Ku Guards X,Gardes Kut-Ku X,Kut-Ku-Armschutz X,Guardabr. Kut-Ku X,Protezioni Kut-Ku X,,0,2,7,10,,0,2,9,2,38,,5,1,3,-1,0,
1152,Conga Vambraces X,Avant-bras Conga X,Conga-Armschienen X,Braz. Conga X,Parabraccia Conga X,,0,2,7,10,,0,1,9,2,80,,-3,2,2,-1,0,
1153,Conga Guards X,Gardes Conga X,Conga-Armschutz X,Guardabr. Conga X,Protezioni Conga X,,0,2,7,10,,0,2,9,2,40,,-1,4,4,0,1,
1154,Gypceros Vambraces X,Avt-bras Gypceros Z,GypcerosArmschienenX,Braz. Gypceros X,Parabr. Gypceros Z,,0,2,7,10,,0,1,9,2,80,,-4,1,4,1,0,
1155,Gypceros Guards X,Gardes Gypceros Z,Gypceros-Armschutz X,Guardabr. Gypceros X,Protez. Gypceros Z,,0,2,7,10,,0,2,9,2,40,,-1,4,6,3,0,
1156,Khezu Vambraces X,Avant-bras Khezu X,Khezu-Armschienen X,Braz. Khezu X,Parabraccia Khezu X,,0,2,7,10,,0,1,9,2,82,,-3,3,4,1,0,
1157,Khezu Guards X,Gardes Khezu X,Khezu-Armschutz X,Guardabr. Khezu X,Protezioni Khezu X,,0,2,7,10,,0,2,9,2,40,,-1,5,6,2,0,
1158,HermitaurVambracesX,Avt-bras Hermitaur X,HermitaurArmschieneX,Braz. Hermitaur X,Parabr. Hermitaur X,,0,2,7,10,,0,1,9,2,82,,-3,3,-4,0,1,
1159,Hermitaur Guards X,Gardes Hermitaur X,Hermitaur-ArmschutzX,Guardabr Hermitaur X,Protez. Hermitaur X,,0,2,7,10,,0,2,9,2,40,,-1,5,-2,1,2,
1160,Hypno Vambraces X,Avant-bras Hypno X,Hypno-Armschienen X,Braz. Hypno X,Parabraccia Hypno X,,0,2,7,10,,0,1,9,2,82,,-2,2,0,1,1,
1161,Hypno Guards X,Gardes Hypno X,Hypno-Armschutz X,Guardabr. Hypno X,Protezioni Hypno X,,0,2,7,10,,0,2,9,2,40,,0,4,2,3,2,
1162,Basarios Vambraces X,Avt-bras Basarios X,BasariosArmschienenX,Braz. Basarios X,Parabr. Basarios X,,0,2,8,10,,0,1,9,3,84,,0,2,2,1,-2,
1163,Basarios Guards X,Gardes Basarios X,Basarios-Armschutz X,Guardabr. Basarios X,Protez. Basarios X,,0,2,8,10,,0,2,9,2,42,,2,4,4,2,0,
1164,Plesioth Vambraces X,Avt-bras Plesioth Z,PlesiothArmschienenX,Braz. Plesioth X,Parabr. Plesioth Z,,0,2,7,10,,0,1,9,2,84,,-4,4,-4,2,0,
1165,Plesioth Guards X,Gardes Plesioth Z,Plesioth-Armschutz X,Guardabr. Plesioth X,Protez. Plesioth Z,,0,2,7,10,,0,2,9,2,42,,-2,6,-2,3,1,
1166,Monoblos Vambraces X,Avt-bras Monoblos X,MonoblosArmschienenX,Braz. Monoblos X,Parabr. Monoblos X,,0,2,7,8,,0,1,9,2,88,,2,-1,-2,-1,-1,
1167,Monoblos Guards X,Gardes Monoblos X,Monoblos-Armschutz X,Guardabr. Monoblos X,Protez. Monoblos X,,0,2,7,8,,0,2,9,2,44,,4,2,0,0,0,
1168,Garuga Vambraces X,Avant-bras Garuga X,Garuga-Armschienen X,Braz. Garuga X,Parabraccia Garuga X,,0,2,8,10,,0,1,9,2,88,,2,0,2,0,0,
1169,Garuga Guards X,Gardes Garuga X,Garuga-Armschutz X,Guardabr. Garuga X,Protezioni Garuga X,,0,2,8,10,,0,2,9,2,44,,3,2,3,1,0,
1170,Blango Vambraces X,Avant-bras Blango X,Blango-Armschienen X,Braz. Blango X,Parabraccia Blango X,,0,2,8,10,,0,1,9,2,88,,-4,2,0,3,1,
1171,Blango Guards X,Gardes Blango X,Blango-Armschutz X,Guardabr. Blango X,Protez. di Blango X,,0,2,8,10,,0,2,9,2,44,,-3,4,1,5,2,
1172,CeanataurVambracesX,Avt-bras Ceanataur X,CeanataurArmschieneX,Braz. Ceanataur X,Parabr. Ceanataur X,,0,2,8,10,,0,1,9,2,89,,1,2,-1,-1,0,
1173,Ceanataur Guards X,Gardes Ceanataur X,Ceanataur-ArmschutzX,Guard. Ceanataur X,Protez. Ceanataur X,,0,2,8,10,,0,2,9,2,44,,2,4,0,0,2,
1174,Rathian Vambraces X,Avant-bras Rathian X,Rathian-ArmschienenX,Braz. Rathian X,Parabr. Rathian X,,0,2,8,10,,0,1,9,2,90,,2,0,-2,0,-4,
1175,Rathian Guards X,Gardes Rathian X,Rathian-Armschutz X,Guardabr. Rathian X,Protezioni Rathian X,,0,2,8,10,,0,2,9,2,44,,4,2,0,2,-2,
1176,Narga Vambraces X,Avant-bras Narga X,Narga-Armschienen X,Braz. Narga X,Parabraccia Narga X,,0,2,8,10,,0,1,9,2,90,,-4,3,-3,2,0,
1177,Narga Guards X,Gardes Narga X,Narga-Armschutz X,Guardabr. Narga X,Protezioni Narga X,,0,2,8,10,,0,2,9,2,44,,-2,4,-1,3,1,
1178,Lava Vambraces X,Avant-bras Lava X,Lava-Armschienen X,Braz. Lava X,Parabraccia Lava X,,0,2,8,10,,0,1,9,1,92,,4,-3,0,0,1,
1179,Lava Guards X,Gardes Lava X,Lava-Armschutz,Guardabr. Lava,Protezioni Lava X,,0,2,8,10,,0,2,9,1,46,,5,-1,2,2,2,
1180,Tigrex Vambraces X,Avant-bras Tigrex X,Tigrex-Armschienen X,Braz. Tigrex X,Parabraccia Tigrex X,,0,2,9,10,,0,1,9,2,92,,3,2,-2,3,-1,
1181,Tigrex Guards X,Gardes Tigrex X,Tigrex-Armschutz X,Guardabr. Tigrex X,Protezioni Tigrex X,,0,2,9,10,,0,2,9,2,46,,4,3,-1,4,0,
1182,Rathalos Vambraces X,Avt-bras Rathalos X,RathalosArmschienenX,Braz. Rathalos X,Parabr. Rathalos X,,0,2,8,10,,0,1,9,2,92,,2,-1,2,-3,-4,
1183,Rathalos Guards X,Gardes Rathalos X,Rathalos-Armschutz X,Guardabr. Rathalos X,Protez. Rathalos X,,0,2,8,10,,0,2,9,2,46,,4,0,5,-1,-2,
1184,Diablo Vambraces X,Avant-bras Diablo X,Diablos-ArmschienenX,Braz. Diablo X,ParabracciaDiablos X,,0,2,9,10,,0,1,9,2,92,,3,-1,1,-2,0,
1185,Diablo Guards X,Gardes Diablo X,Diablos-Armschutz X,Guardabr. Diablo X,Protezioni Diablos X,,0,2,9,10,,0,2,9,2,46,,5,2,4,-1,0,
1186,Gravios Vambraces X,Avant-bras Gravios X,Gravios-ArmschienenX,Braz. Gravios X,Parabr. Gravios X,,0,2,9,10,,0,1,9,2,92,,2,-2,2,0,-2,
1187,Gravios Guards X,Gardes Gravios X,Gravios-Armschutz X,Guardabr. Gravios X,Protezioni Gravios X,,0,2,9,10,,0,2,9,2,46,,4,1,3,1,0,
1188,Kut-Ku Vambraces Z,Avant-bras Kut-Ku Z,Kut-Ku-Armschienen Z,Braz. Kut-Ku Z,Parabraccia Kut-Ku Z,,0,2,7,10,,0,1,9,2,80,,2,-2,0,-2,-1,
1189,Kut-Ku Guards Z,Gardes Kut-Ku Z,Kut-Ku-Armschutz Z,Guardabr. Kut-Ku Z,Protezioni Kut-Ku Z,,0,2,7,10,,0,2,9,2,40,,5,1,3,-1,0,
1190,Conga Vambraces Z,Avant-bras Conga Z,Conga-Armschienen Z,Braz. Conga Z,Parabraccia Conga Z,,0,2,7,10,,0,1,9,2,82,,2,1,1,-3,0,
